Title,Content,Permalink
> Transfer of Lease (Form LRA 63),"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT \nThis transfer form is used for transfer of Lease hold interests e.g on sale of multi-dwelling (apartments, townhouses, office units etc) by a Seller to a Purchaser.\n \nREQUIREMENTS\n• Land Title Number. \n• Name, ID, PIN and address of Seller.\n• Name, ID, PIN and address of Purchaser.\n• Consideration price.\n\nPROCEDURE \n• Fill in this transfer form.\n• The parties must sign the transfer before an Advocate.\n• Value, Stamp and register the transfer at the appropriate Land Registry within 30 days. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31489,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12,&quot;17&quot;:1}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}{&quot;1&quot;:20,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:188}{&quot;1&quot;:200,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:330}{&quot;1&quot;:334,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:356}{&quot;1&quot;:366,&quot;2&quot;:{&quot;5&quot;:0}}""><strong>ABOUT THIS DOCUMENT </strong>
This transfer form is used for transfer of Lease hold interests e.g on sale of multi-dwelling (apartments, townhouses, office units etc) by a Seller to a Purchaser.
<strong>REQUIREMENTS</strong>
• Land Title Number.
• Name, ID, PIN and address of Seller.
• Name, ID, PIN and address of Purchaser.
• Consideration price.
<strong>PROCEDURE </strong>
• Fill in this transfer form.
• The parties must sign the transfer before an Advocate.
• Value, Stamp and register the transfer at the appropriate Land Registry within 30 days.
</span>",https://www.lawyerwangu.com/documents/transfer-of-lease-form-lra-63/
> Transfer of Interests in Land (form LRA 33),"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT \r\nThis transfer form is used for transfer of Land by a Seller to a Purchaser.\r\n \r\nREQUIREMENTS\r\n•\tLand Title Number. \r\n•\tName, ID, PIN and address of Seller.\r\n•\tName, ID, PIN and address of Purchaser.\r\n•\tConsideration price.\r\n\r\nPROCEDURE \r\n•\tFill in this transfer form.\r\n•\tThe parties must sign the transfer before an Advocate.\r\n•\tValue, Stamp and register the transfer at the appropriate Land Registry within 30 days. &quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}""><strong>ABOUT THIS DOCUMENT </strong>
This transfer form is used for transfer of Land by a Seller to a Purchaser.
<strong>REQUIREMENTS </strong>
• Land Title Number.
• Name, ID, PIN and address of Seller.
• Name, ID, PIN and address of Purchaser.
• Consideration price.
<strong>PROCEDURE </strong>
• Fill in this transfer form.
• The parties must sign the transfer before an Advocate.
• Value, Stamp and register the transfer at the appropriate Land Registry within 30 days. </span>",https://www.lawyerwangu.com/documents/transfer-of-interests-in-land-form-lra-33/
> Transfer by Personal Representative to Purchaser (form LRA 43),"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT \nThis transfer form is used for transfer of land by a Personal Representative of an Estate of a deceased person (appointed by a Court) to a Purchaser.\n \nREQUIREMENTS\n• Land Title Number.\n• Grant of Representation.\n• Certificate of Confirmation of Grant. \n• Name, ID, PIN and address of Administrators or Executors.\n• Name, ID, PIN and address of Purchaser.\n• Consideration price.\n\nPROCEDURE \n• Fill in this transfer form.\n• The parties must sign the transfer before an Advocate.\n• Value, Stamp and register the transfer at the appropriate Land Registry within 30 days. &quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:20}{&quot;1&quot;:173,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:185}{&quot;1&quot;:443,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:453}""><strong>ABOUT THIS DOCUMENT </strong>
This transfer form is used for transfer of land by a Personal Representative of an Estate of a deceased person (appointed by a Court) to a Purchaser.
<strong>REQUIREMENTS</strong>
• Land Title Number.
• Grant of Representation.
• Certificate of Confirmation of Grant.
• Name, ID, PIN and address of Administrators or Executors.
• Name, ID, PIN and address of Purchaser.
• Consideration price.
<strong>PROCEDURE </strong>
• Fill in this transfer form.
• The parties must sign the transfer before an Advocate.
• Value, Stamp and register the transfer at the appropriate Land Registry within 30 days. </span>",https://www.lawyerwangu.com/documents/transfer-by-personal-representative-to-purchaser-form-lra-43/
> Transfer by Personal Representative to Beneficiary ( form LRA 42),"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT \nThis transfer form is used for transfer of land by a Personal Representative of an Estate of a deceased person (appointed by a Court) to a Beneficiary of the Estate.\n \nREQUIREMENTS\n• Land Title Number.\n• Grant of Representation.\n• Certificate of Confirmation of Grant. \n• Name, ID, PIN and address of Administrators or Executors.\n• Name, ID, PIN and address of Beneficiary.\n\nPROCEDURE \n• Fill in this transfer form.\n• The parties must sign the transfer before an Advocate.\n• Value, Stamp and register the transfer at the appropriate Land Registry within 30 days. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:20}{&quot;1&quot;:189,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:201}{&quot;1&quot;:431,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:441}""><strong>ABOUT THIS DOCUMENT </strong>
This transfer form is used for transfer of land by a Personal Representative of an Estate of a deceased person (appointed by a Court) to a Beneficiary of the Estate.
<strong>REQUIREMENTS</strong>
• Land Title Number.
• Grant of Representation.
• Certificate of Confirmation of Grant.
• Name, ID, PIN and address of Administrators or Executors.
• Name, ID, PIN and address of Beneficiary.
<strong>PROCEDURE </strong>
• Fill in this transfer form.
• The parties must sign the transfer before an Advocate.
• Value, Stamp and register the transfer at the appropriate Land Registry within 30 days.
</span>",https://www.lawyerwangu.com/documents/transfer-by-personal-representative-to-beneficiary-form-lra-42/
> Termination on Account of Redundancy,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis is a letter is the second step of terminating employment on account of redundancy. The first step is the Notice of Intended Redundancy.\n\nIt is accompanied by a tabulation of the Employee’s final dues as required by law.\n\nREQUIREMENTS \n• Name and address of Employee.\n• Terminal dues computation.\n\nPROCESS\n• Fill in and sign this letter.\n• Serve the letter to the Employee. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13057,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:19}{&quot;1&quot;:246,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:259}{&quot;1&quot;:336,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:343}""><strong>ABOUT THIS DOCUMENT</strong>
This is a letter is the second step of terminating employment on account of redundancy. The first step is the Notice of Intended Redundancy.
It is accompanied by a tabulation of the Employee’s final dues as required by law.
<strong>REQUIREMENTS </strong>
• Name and address of Employee.
• Terminal dues computation.
<strong>PROCESS</strong>
• Fill in and sign this letter.
• Serve the letter to the Employee.
</span>",https://www.lawyerwangu.com/documents/termination-on-account-of-redundancy/
> Rent Waiver Request by Tenant,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT DOCUMENT\nThis is a letter by a tenant requesting for a rent waiver. It is suitable for a residential tenant.\n\nREQUIREMENTS\n• Name and address of the landlord or the landlord’s agent; \n• Property description. \n\nPROCESS \n• Fill in and sign this letter;\n• Serve the letter to the landlord. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:14}{&quot;1&quot;:117,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:129}{&quot;1&quot;:231,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:239}""><strong>ABOUT DOCUMENT</strong>
This is a letter by a tenant requesting for a rent waiver. It is suitable for a residential tenant.
<strong>REQUIREMENTS</strong>
• Name and address of the landlord or the landlord’s agent;
• Property description.
<strong>PROCESS </strong>
• Fill in and sign this letter;
• Serve the letter to the landlord.
</span>",https://www.lawyerwangu.com/documents/tenants-letter-for-rent-waiver/
> Rent Reduction Request by Tenant,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT DOCUMENT\nThis is a letter by a tenant requesting for rent reduction. \n\nREQUIREMENTS\n• Name and address of the landlord or the landlord’s agent; \n• Property description. \n\nPROCESS \n• Fill in and sign this letter;\n• Serve the letter to the landlord. \n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:14}{&quot;1&quot;:78,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:90}{&quot;1&quot;:192,&quot;2&quot;:{&quot;5&quot;:1}}{&quot;1&quot;:200}""><strong>ABOUT DOCUMENT</strong>
This is a letter by a tenant requesting for rent reduction.
<strong>REQUIREMENTS</strong>
• Name and address of the landlord or the landlord’s agent;
• Property description.
<strong>PROCESS </strong>
• Fill in and sign this letter;
• Serve the letter to the landlord.
</span>",https://www.lawyerwangu.com/documents/tenant-letter-for-rent-reduction/
> Suspension Letter,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\r\nThis is a letter suspending an Employee from duty for gross misconduct. \r\n\r\nREQUIREMENTS \r\n•\tName and address of the Employee. \r\n•\tParticulars of misconduct. \r\n\r\nPROCESS\r\n•\tEmployer to fill in and sign this letter.\r\n•\tServe the letter to the Employee.\r\n•\tConduct investigations within the stated period and invite the employee for disciplinary hearing. \r\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31489,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12,&quot;17&quot;:1}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}{&quot;1&quot;:19,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:97}{&quot;1&quot;:110,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:183}{&quot;1&quot;:190,&quot;2&quot;:{&quot;5&quot;:0}}""><strong>ABOUT THIS DOCUMENT </strong>
This is a letter suspending an Employee from duty for gross misconduct.
<strong>REQUIREMENTS </strong>
• Name and address of the Employee.
• Particulars of misconduct.
<strong>PROCESS </strong>
• Employer to fill in and sign this letter.
• Serve the letter to the Employee.
• Conduct investigations within the stated period and invite the employee for disciplinary hearing.
</span>",https://www.lawyerwangu.com/documents/suspension-letter/
> Summary Dismissal Letter,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis is a letter for Summary dismissal. It is accompanied by a tabulation of the Employee’s final dues as required by law.\n\nREQUIREMENTS \n• Name and address of the Employee.\n• Particulars of misconduct. \n• Terminal dues computation.\n\nPROCESS\n• Employer to fill in and sign this letter.\n• Serve the letter to the Employee.\n• Pay the employees terminal dues. \n\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:31489,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;Tahoma&quot;,&quot;16&quot;:12,&quot;17&quot;:1}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}{&quot;1&quot;:19,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:144}{&quot;1&quot;:157,&quot;2&quot;:{&quot;5&quot;:0}}{&quot;1&quot;:256}{&quot;1&quot;:263,&quot;2&quot;:{&quot;5&quot;:0}}""><strong>ABOUT THIS DOCUMENT</strong>
This is a letter for Summary dismissal. It is accompanied by a tabulation of the Employee’s final dues as required by law.
<strong>REQUIREMENTS </strong>
• Name and address of the Employee.
• Particulars of misconduct.
• Terminal dues computation.
<strong>PROCESS</strong>
• Employer to fill in and sign this letter.
• Serve the letter to the Employee.
• Pay the employees terminal dues.</span>

&nbsp;",https://www.lawyerwangu.com/documents/summary-dismissal-letter/
> Sublease Agreement (Commercial Premises),"<p style=""text-align: justify;""><span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;ABOUT THIS DOCUMENT\nThis is a sublease agreement between a Head Tenant Sub Tenant for a Commercial Premises, e.g stalls, shop, mall etc.. \n\nREQUIREMENTS \n• Name and address of the Head Tenant. \n• Name and address of the Sub Tenant.\n• Description of the premises. \n• Rent, security deposit and charge payable. \n• Termination notice required.\n\nPROCEDURE\n• Fill in this agreement.\n• The Landlord and the Tenant to sign before a witness.\n• Stamp the agreement with Stamp Duty within 30 days (at the nearest Lands Registry).\n&quot;}"" data-sheets-userformat=""{&quot;2&quot;:6657,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;14&quot;:{&quot;1&quot;:2,&quot;2&quot;:0},&quot;15&quot;:&quot;\&quot;Times New Roman\&quot;, serif&quot;}"" data-sheets-textstyleruns=""{&quot;1&quot;:0,&quot;2&quot;:{&quot;3&quot;:&quot;Tahoma&quot;,&quot;4&quot;:12,&quot;5&quot;:1}}{&quot;1&quot;:19,&quot;2&quot;:{&quot;3&quot;:&quot;Tahoma&quot;,&quot;4&quot;:12}}{&quot;1&quot;:140,&quot;2&quot;:{&quot;3&quot;:&quot;Tahoma&quot;,&quot;4&quot;:12,&quot;5&quot;:1}}{&quot;1&quot;:153,&quot;2&quot;:{&quot;3&quot;:&quot;Tahoma&quot;,&quot;4&quot;:12}}{&quot;1&quot;:377,&quot;2&quot;:{&quot;3&quot;:&quot;Tahoma&quot;,&quot;4&quot;:12,&quot;5&quot;:1}}{&quot;1&quot;:386,&quot;2&quot;:{&quot;3&quot;:&quot;Tahoma&quot;,&quot;4&quot;:12}}""><strong>ABOUT THIS DOCUMENT</strong>
This is a sublease agreement between a Head Tenant Sub Tenant for a Commercial Premises, e.g stalls, shop, mall etc..
<strong>REQUIREMENTS </strong>
• Name and address of the Head Tenant.
• Name and address of the Sub Tenant.
• Description of the premises.
• Rent, security deposit and charge payable.
• Termination notice required.
<strong>PROCEDURE</strong>
• Fill in this agreement.
• The Landlord and the Tenant to sign before a witness.
• Stamp the agreement with Stamp Duty within 30 days (at the nearest Lands Registry).
</span></p>",https://www.lawyerwangu.com/documents/sublease-for-commercial-premises/
